cigar_slug,vitola_slug,strength,aroma_tags,source_url,note
oliva-connecticut-reserve-double-toro,gordo,moyen,,https://olivacigar.com/cigars/connecticut-reserve/,"page de la gamme sur le site du fabricant : « this medium-bodied cigar … subtle notes of wood » — moyen ; « wood » est une famille, laissée vide ; « 6 x 60 Double Toro » = le format conventionnel Gordo 60 × 152 de la base"
oliva-connecticut-reserve-petit-corona,,moyen,,https://olivacigar.com/cigars/connecticut-reserve/,"page de la gamme sur le site du fabricant : « this medium-bodied cigar … subtle notes of wood » — moyen ; « wood » est une famille, laissée vide"
oliva-connecticut-reserve-robusto,,moyen,,https://olivacigar.com/cigars/connecticut-reserve/,"page de la gamme sur le site du fabricant : « this medium-bodied cigar … subtle notes of wood » — moyen ; « wood » est une famille, laissée vide"
plasencia-alma-fuerte-generacion-v-salomon,,moyen,chocolat-noir|cannelle|chene|melasse,https://www.plasenciacigars.com/collection/alma-fuerte/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « hints of dark chocolate, plum, and cinnamon … finishing notes of oak and molasses » — chocolat noir, cannelle, chêne, mélasse ; plum n’a pas de descripteur (pruneau = prune séchée), laissé vide"
plasencia-alma-fuerte-robustus-ii-robusto,,moyen,chocolat-noir|cannelle|chene|melasse,https://www.plasenciacigars.com/collection/alma-fuerte/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « hints of dark chocolate, plum, and cinnamon … finishing notes of oak and molasses » — chocolat noir, cannelle, chêne, mélasse ; plum n’a pas de descripteur (pruneau = prune séchée), laissé vide"
plasencia-alma-fuerte-robustus-robusto,,moyen,chocolat-noir|cannelle|chene|melasse,https://www.plasenciacigars.com/collection/alma-fuerte/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « hints of dark chocolate, plum, and cinnamon … finishing notes of oak and molasses » — chocolat noir, cannelle, chêne, mélasse ; plum n’a pas de descripteur (pruneau = prune séchée), laissé vide"
plasencia-alma-fuerte-sixto-ii,,moyen,chocolat-noir|cannelle|chene|melasse,https://www.plasenciacigars.com/collection/alma-fuerte/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « hints of dark chocolate, plum, and cinnamon … finishing notes of oak and molasses » — chocolat noir, cannelle, chêne, mélasse ; plum n’a pas de descripteur (pruneau = prune séchée), laissé vide"
plasencia-alma-fuerte-sixto-ii-hexagono,,moyen,chocolat-noir|cannelle|chene|melasse,https://www.plasenciacigars.com/collection/alma-fuerte/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « hints of dark chocolate, plum, and cinnamon … finishing notes of oak and molasses » — chocolat noir, cannelle, chêne, mélasse ; plum n’a pas de descripteur (pruneau = prune séchée), laissé vide"
plasencia-alma-fuerte-sixto-i-hexagono,,moyen,cacao|muscade|cedre,https://www.plasenciacigars.com/collection/alma-fuerte/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; pour le Sixto I : « Flavors include cocoa and almonds, with hints of nutmeg and cedar in the final notes » — cacao, muscade, cèdre ; almonds n’a pas de descripteur, laissé vide"
plasencia-alma-del-campo-guajiro,,moyen,cafe,https://www.plasenciacigars.com/collection/alma-del-campo/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « notes of coffee and nuts. A very creamy cigar with a touch of spice » — café ; nuts et spice sont sans descripteur ou une famille, laissés vides"
plasencia-alma-del-campo-sendero-toro-gordo,,moyen,cafe,https://www.plasenciacigars.com/collection/alma-del-campo/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « notes of coffee and nuts. A very creamy cigar with a touch of spice » — café ; nuts et spice sont sans descripteur ou une famille, laissés vides"
plasencia-alma-del-campo-tribu-robusto,,moyen,cafe,https://www.plasenciacigars.com/collection/alma-del-campo/,"page de la collection sur le site du fabricant : Strength 3 feuilles sur 5 → moyen ; « notes of coffee and nuts. A very creamy cigar with a touch of spice » — café ; nuts et spice sont sans descripteur ou une famille, laissés vides"
plasencia-alma-del-cielo-celeste-robusto,,leger_moyen,miel|zeste-d-orange|cedre|gingembre,https://www.plasenciacigars.com/collection/alma-del-cielo/,"page de la collection sur le site du fabricant : Strength 2 feuilles sur 5 → léger-moyen ; « marzipan and honey … nougat … earthy undertones … orange zest … warm cedar … ginger spice » — miel, zeste d’orange, cèdre, gingembre ; marzipan et nougat sans descripteur, earthy est une famille"
plasencia-cosecha-149-cortez-torpedo,,moyen_corse,chocolat-noir|cedre,https://www.plasenciacigars.com/collection/cosecha-149/,"page de la collection sur le site du fabricant : Strength 4 feuilles sur 5 et « a full-bodied, medium- to full-strength cigar » → moyen-corsé ; « distinct notes of cream, dark chocolate, and a subtle yet earthy hint of cedar » — chocolat noir, cèdre ; cream sans descripteur"
plasencia-cosecha-149-azuacualpa-toro,toro,moyen_corse,chocolat-noir|cedre,https://www.plasenciacigars.com/collection/cosecha-149/,"page de la collection sur le site du fabricant : Strength 4 feuilles sur 5 et « a full-bodied, medium- to full-strength cigar » → moyen-corsé ; « distinct notes of cream, dark chocolate, and a subtle yet earthy hint of cedar » — chocolat noir, cèdre ; cream sans descripteur ; « Azacualpa Toro 6 x 52 » = le format conventionnel Toro 52 × 152 de la base"
plasencia-cosecha-149-la-vega-robusto,,moyen_corse,chocolat-noir|cedre,https://www.plasenciacigars.com/collection/cosecha-149/,"page de la collection sur le site du fabricant : Strength 4 feuilles sur 5 et « a full-bodied, medium- to full-strength cigar » → moyen-corsé ; « distinct notes of cream, dark chocolate, and a subtle yet earthy hint of cedar » — chocolat noir, cèdre ; cream sans descripteur"
plasencia-cosecha-149-santa-fe-gordo,,moyen_corse,chocolat-noir|cedre,https://www.plasenciacigars.com/collection/cosecha-149/,"page de la collection sur le site du fabricant : Strength 4 feuilles sur 5 et « a full-bodied, medium- to full-strength cigar » → moyen-corsé ; « distinct notes of cream, dark chocolate, and a subtle yet earthy hint of cedar » — chocolat noir, cèdre ; cream sans descripteur"
plasencia-cosecha-151-la-musica-robusto,,moyen_corse,cafe|chocolat-noir|pruneau|cannelle|chene,https://www.plasenciacigars.com/collection/cosecha-151/,"page de la collection sur le site du fabricant : Strength 4 feuilles sur 5 et « This is a full-bodied cigar » → moyen-corsé (l’échelle publiée prime sur l’adjectif) ; « roasted coffee and pecans … dark chocolate and prunes … cinnamon and oak » — café, chocolat noir, pruneau, cannelle, chêne ; pecans sans descripteur"
plasencia-cosecha-151-la-tradicion-toro,,moyen_corse,cafe|chocolat-noir|pruneau|cannelle|chene,https://www.plasenciacigars.com/collection/cosecha-151/,"page de la collection sur le site du fabricant : Strength 4 feuilles sur 5 et « This is a full-bodied cigar » → moyen-corsé (l’échelle publiée prime sur l’adjectif) ; « roasted coffee and pecans … dark chocolate and prunes … cinnamon and oak » — café, chocolat noir, pruneau, cannelle, chêne ; pecans sans descripteur"
plasencia-r-o-corona,,leger_moyen,caramel|cedre,https://www.plasenciacigars.com/collection/reserva-original/,"page de la collection sur le site du fabricant : Strength 2 feuilles sur 5 → léger-moyen ; « notes of nuts, fruits, and caramel with delicate nuances of marzipan and final hints of cedar » — caramel, cèdre ; nuts, fruits, marzipan sans descripteur ou famille, laissés vides ; R.O = Reserva Original"
plasencia-r-o-piramide,,leger_moyen,caramel|cedre,https://www.plasenciacigars.com/collection/reserva-original/,"page de la collection sur le site du fabricant : Strength 2 feuilles sur 5 → léger-moyen ; « notes of nuts, fruits, and caramel with delicate nuances of marzipan and final hints of cedar » — caramel, cèdre ; nuts, fruits, marzipan sans descripteur ou famille, laissés vides ; R.O = Reserva Original"
plasencia-r-o-robusto,,leger_moyen,caramel|cedre,https://www.plasenciacigars.com/collection/reserva-original/,"page de la collection sur le site du fabricant : Strength 2 feuilles sur 5 → léger-moyen ; « notes of nuts, fruits, and caramel with delicate nuances of marzipan and final hints of cedar » — caramel, cèdre ; nuts, fruits, marzipan sans descripteur ou famille, laissés vides ; R.O = Reserva Original"
plasencia-r-o-toro,,leger_moyen,caramel|cedre,https://www.plasenciacigars.com/collection/reserva-original/,"page de la collection sur le site du fabricant : Strength 2 feuilles sur 5 → léger-moyen ; « notes of nuts, fruits, and caramel with delicate nuances of marzipan and final hints of cedar » — caramel, cèdre ; nuts, fruits, marzipan sans descripteur ou famille, laissés vides ; R.O = Reserva Original"
plasencia-reserva-original-robusto,,leger_moyen,caramel|cedre,https://www.plasenciacigars.com/collection/reserva-original/,"page de la collection sur le site du fabricant : Strength 2 feuilles sur 5 → léger-moyen ; « notes of nuts, fruits, and caramel with delicate nuances of marzipan and final hints of cedar » — caramel, cèdre ; nuts, fruits, marzipan sans descripteur ou famille, laissés vides"
rocky-patel-dark-star-robusto,,moyen,,https://www.rockypatel.com/cigar/dark-star/,"fiche du fabricant, champ « STRENGTH » : « Medium » → moyen ; aucune note d’arôme publiée"
rocky-patel-dark-star-short-star,,moyen,,https://www.rockypatel.com/cigar/dark-star/,"fiche du fabricant, champ « STRENGTH » : « Medium » → moyen ; aucune note d’arôme publiée"
rocky-patel-disciple-robusto,,moyen_corse,,https://www.rockypatel.com/cigar/disciple/,"fiche du fabricant, champ « STRENGTH » : « Medium-Full » → moyen-corsé ; aucune note d’arôme publiée"
rocky-patel-emerald-robusto,,moyen,,https://www.rockypatel.com/cigar/emerald/,"fiche du fabricant, champ « STRENGTH » : « Medium » → moyen ; aucune note d’arôme publiée"
rocky-patel-emerald-toro,,moyen,,https://www.rockypatel.com/cigar/emerald/,"fiche du fabricant, champ « STRENGTH » : « Medium » → moyen ; aucune note d’arôme publiée"
rocky-patel-gold-label-half-corona,,moyen_corse,,https://www.rockypatel.com/cigar/gold-label/,"fiche du fabricant, champ « STRENGTH » : « Medium-Full » → moyen-corsé ; aucune note d’arôme publiée"
rocky-patel-gold-label-robusto,,moyen_corse,,https://www.rockypatel.com/cigar/gold-label/,"fiche du fabricant, champ « STRENGTH » : « Medium-Full » → moyen-corsé ; aucune note d’arôme publiée"
rocky-patel-n-6-corona,,moyen,,https://www.rockypatel.com/cigar/number-6/,"fiche du fabricant, champ « STRENGTH » : « Medium » → moyen ; aucune note d’arôme publiée"
rocky-patel-n-6-robusto,,moyen,,https://www.rockypatel.com/cigar/number-6/,"fiche du fabricant, champ « STRENGTH » : « Medium » → moyen ; aucune note d’arôme publiée"
